competition,year,phase,date,away_team,home_team,away_score,home_score,venue,notes,away_coach,home_coach,is_double_header,date_precision,date_display,time,status,confidence_level,is_playoff,is_title_game,final_type,title_name,playoff_round,parent_phase
BUAFL,2018,1A South East,2018-09-12,Kent Falcons,Imperial Immortals,46,8,,,,,false,day,,12:00,completed,high,false,false,,,,
BUAFL,2018,2A Midlands,2018-09-12,DMU Lions,Keele Crusaders,10,9,,,,,false,day,,12:00,completed,high,false,false,,,,
BUAFL,2018,Premier North,2018-09-12,Leeds Beckett Carnegie,Stirling Clansmen,25,9,,,,,false,day,,12:00,completed,high,false,false,,,,
BUAFL,2018,Premier North,2018-09-12,Nottingham Gold,Durham Saints,14,12,,,,,false,day,,13:00,completed,high,false,false,,,,
BUAFL,2018,1A North,2018-09-12,Northumbria Mustangs,Edinburgh Napier Knights,9,6,,,,,false,day,,13:00,completed,high,false,false,,,,
BUAFL,2018,1A South,2018-09-12,Brighton Panthers,Kingston Cougars,12,3,,,,,false,day,,13:00,completed,high,false,false,,,,
BUAFL,2018,1A North,2018-09-12,Hull Sharks,Newcastle Raiders,6,22,,,,,false,day,,13:00,completed,high,false,false,,,,
BUAFL,2018,1A Midlands,2018-09-12,Leicester Longhorns,Nottingham Trent Renegades,20,35,,,,,false,day,,13:00,completed,high,false,false,,,,
BUAFL,2018,2A South West,2018-09-12,Worcester Royals,Southampton Stags,19,14,,,,,false,day,,13:00,completed,high,false,false,,,,
BUAFL,2018,2A Borders,2018-09-12,YSJ Jaguars,Teesside Cougars,20,23,,,,,false,day,,13:00,completed,high,false,false,,,,
BUAFL,2018,1A South East,2018-09-12,Canterbury CC Chargers,UEA Pirates,0,37,,,,,false,day,,13:00,completed,high,false,false,,,,
BUAFL,2018,2A South West,2018-09-12,Bournemouth University Bobcats,Gloucestershire Gladiators,1,0,,,,,false,day,,13:00,awarded,high,false,false,,,,
BUAFL,2018,1A South West,2018-09-12,Cardiff Cobras,Plymouth Blitz,47,42,,,,,false,day,,13:00,completed,high,false,false,,,,
BUAFL,2018,2A South,2018-09-12,UCL Emperors,Sussex Saxons,16,0,,,,,false,day,,13:00,completed,high,false,false,,,,
BUAFL,2018,Premier South,2018-09-12,Birmingham Lions,UWE Bullets,6,22,,,,,false,day,,13:00,completed,high,false,false,,,,
BUAFL,2018,Premier South,2018-09-12,Portsmouth Destroyers,Hertfordshire Hurricanes,7,41,,,,,false,day,,14:00,completed,high,false,false,,,,
BUAFL,2018,1A Yorkshire & Lancashire,2018-09-12,Manchester Tyrants,Sheffield Sabres,6,52,,,,,false,day,,14:00,completed,high,false,false,,,,
BUAFL,2018,2A North,2018-09-12,Edge Hill Vikings,Bradford Bears,24,22,,,,,false,day,,14:30,completed,high,false,false,,,,
BUAFL,2018,2A North,2018-09-12,Lancaster Bombers,Liverpool Raptors,0,23,,,,,false,day,,14:30,completed,high,false,false,,,,
BUAFL,2018,1A Midlands,2018-09-12,Coventry University Jets,Loughborough Students,8,27,,,,,false,day,,17:00,completed,high,false,false,,,,
BUAFL,2018,South Conference Cup,2018-10-03,Essex Blades,Southampton Stags,15,34,,,,,false,day,,14:00,completed,high,false,false,,,,
BUAFL,2018,National Championship,2018-10-03,Derby Braves,Birmingham Lions,16,9,,,,,false,day,,15:00,completed,high,true,false,,,,
BUAFL,2018,2A North,2018-10-11,Liverpool Raptors,Leeds Gryphons,6,21,,,,,false,day,,12:00,completed,high,false,false,,,,
BUAFL,2018,1A Yorkshire & Lancashire,2018-10-11,Manchester Tyrants,UCLan Rams,15,44,,,,,false,day,,13:00,completed,high,false,false,,,,
BUAFL,2018,Premier South,2018-10-11,Swansea Titans,Portsmouth Destroyers,20,0,,,,,false,day,,13:00,completed,high,false,false,,,,
BUAFL,2018,Premier South,2018-10-11,UWE Bullets,Birmingham Lions,34,40,,,,,false,day,,16:30,completed,high,false,false,,,,
