competition,year,phase,date,away_team,home_team,away_score,home_score,venue,notes,away_coach,home_coach,is_double_header,date_precision,date_display,time,status,confidence_level,is_playoff,is_title_game,final_type,title_name,playoff_round,parent_phase
BUAFL,2025,Premier South,2025-10-19,Portsmouth Destroyers,Brunel Burners,8,39,Site 5,,,,FALSE,day,,13:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Premier North,2025-10-19,Newcastle Raiders,Leeds Gryphons,21,10,West Park Leeds RUFC,,,,FALSE,day,,15:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Premier (National),2025-10-25,Leeds Beckett Carnegie,UWE Bullets,0,62,Hillside Gardens,,,,FALSE,day,,15:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Division 1 Northern,2025-10-26,MMU Eagles,Edge Hill Vikings,41,0,Edge Hill University,,,,FALSE,day,,10:30,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Division 1 Scottish,2025-10-26,Stirling Clansmen,Edinburgh Napier Knights,0,35,Sighthill Sports Pitches,,,,FALSE,day,,11:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Premier (National),2025-10-26,Nottingham Gold,Loughborough Students,29,0,Holywell Rubber Crumb,,,,FALSE,day,,12:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Division 1 South Western,2025-10-26,Bournemouth University Bobcats,Bristol Barracuda,28,0,,,,,FALSE,day,,12:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Division 1 Southern,2025-10-26,Oxford Brookes University,UEA Pirates,26,8,Colney Lane Playing Fields,,,,FALSE,day,,12:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Division 2 South Western,2025-10-26,Worcester Royals,Swansea Titans,2,18,Sketty Lane,,,,FALSE,day,,12:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Division 2 Southern,2025-10-26,Reading Knights,Royal Holloway Bears,41,8,Royal Holloway Grass Pitches ,,,,FALSE,day,,12:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Division 1 Scottish,2025-10-26,HWU Wolverines,Glasgow Tigers,0,30,Gannochy Sports Centre,,,,FALSE,day,,12:30,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Premier North,2025-10-26,Warwick Wolves,Nottingham Trent Renegades,14,10,Clifton Sports Hub,,,,FALSE,day,,13:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Division 1 Mid & Yorks,2025-10-26,Sheffield Sabres,Leicester Longhorns,12,0,Stoughton Road Playing Fields,,,,FALSE,day,,13:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Division 1 South Eastern,2025-10-26,Kent Falcons,Kingston Cougars,1,0,Tolworth Court Sports Ground,,,,FALSE,day,,13:00,awarded,high,FALSE,FALSE,,,,
BUAFL,2025,Division 2 North Eastern,2025-10-26,York Centurions,Sunderland Spartans,14,14,Druid Park,,,,FALSE,day,,13:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Division 2 Midlands,2025-10-26,Anglia Ruskin Siege,Lincoln Colonials,14,13,Lincoln Rugby Football Club,,,,FALSE,day,,13:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Division 2 South Eastern,2025-10-26,QMBL Vipers,Imperial Immortals,6,7,Harlington Sports Ground,,,,FALSE,day,,13:00,completed,high,FALSE,FALSE,,,,
BUAFL,2025,Premier South,2025-10-26,Cardiff Cobras,Portsmouth Destroyers,46,14,Langstone Pitches,,,,FALSE,day,,14:00,completed,high,FALSE,FALSE,,,,
