competition,year,phase,date,away_team,home_team,away_score,home_score,venue,notes,away_coach,home_coach,is_double_header,date_precision,date_display,time,status,confidence_level,is_playoff,is_title_game,final_type,title_name,playoff_round,parent_phase,away_phase
BUAFL,2009,Conference 4 - South,,Surrey Stingers,Portsmouth Destroyers,42,0,,Source: Britball Wiki (https://britball.fandom.com/wiki/Portsmouth_Destroyers),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,Conference 4 - South,,Portsmouth Destroyers,Solent Redhawks,0,3,,Source: Britball Wiki (https://britball.fandom.com/wiki/Portsmouth_Destroyers),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,Conference 4 - South,,Kent Falcons,Portsmouth Destroyers,13,3,,Source: Britball Wiki (https://britball.fandom.com/wiki/Portsmouth_Destroyers),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,Conference 2 - North,,Sheffield Sabres,Leeds Celtics,0,6,,Source: Britball Wiki (https://britball.fandom.com/wiki/Sheffield_Sabres),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,Conference 2 - North,,Sheffield Sabres,York Centurions,55,0,,Source: Britball Wiki (https://britball.fandom.com/wiki/Sheffield_Sabres),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,Conference 2 - North,,Sheffield Sabres,Bangor Llewod,84,0,,Source: Britball Wiki (https://britball.fandom.com/wiki/Sheffield_Sabres),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,Conference 2 - North,,Nottingham Outlaws,Sheffield Sabres,8,44,,Source: Britball Wiki (https://britball.fandom.com/wiki/Sheffield_Sabres),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,Conference 2 - North,,Newcastle Raiders,Sheffield Sabres,32,6,,Source: Britball Wiki (https://britball.fandom.com/wiki/Sheffield_Sabres),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,Conference 1 - South
BUAFL,2009,Conference 2 - North,,Huddersfield Hawks,Sheffield Sabres,0,26,,Source: Britball Wiki (https://britball.fandom.com/wiki/Sheffield_Sabres),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,Conference 2 - North,,Sheffield Sabres,Sheffield Hallam Warriors,21,42,,Source: Britball Wiki (https://britball.fandom.com/wiki/Sheffield_Sabres),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,Conference 2 - North,,Leeds Beckett Carnegie,Sheffield Sabres,12,33,,Source: Britball Wiki (https://britball.fandom.com/wiki/Sheffield_Sabres),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,National Championship,,Loughborough Aces,Birmingham Lions,16,27,,Source: Britball Wiki (https://britball.fandom.com/wiki/2009-10_BUAFL_Season),,,FALSE,day,,,completed,high,TRUE,TRUE,,BUAFL National Championship,,,
BUAFL,2009,Conference 3 - South West,,Bristol Barracuda,Bath Killer Bees,19,3,,Source: Britball Wiki (https://britball.fandom.com/wiki/Bath_Killer_Bees),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,Conference 3 - South West,,Bath Killer Bees,UWE Bullets,12,38,,Source: Britball Wiki (https://britball.fandom.com/wiki/Bath_Killer_Bees),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,Conference 3 - South West,,Bath Killer Bees,Warwick Wolves,28,0,,Source: Britball Wiki (https://britball.fandom.com/wiki/Bath_Killer_Bees),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,Conference 3 - South West,,Tarannau Aberystwyth,Bath Killer Bees,0,30,,Source: Britball Wiki (https://britball.fandom.com/wiki/Bath_Killer_Bees),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,Conference 3 - Wales
BUAFL,2009,Conference 4 - South,,Bath Killer Bees,Solent Redhawks,0,14,,Source: Britball Wiki (https://britball.fandom.com/wiki/Bath_Killer_Bees),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,Conference 3 - South West
BUAFL,2009,Conference 3 - South West,,Plymouth Blitz,Bath Killer Bees,41,22,,Source: Britball Wiki (https://britball.fandom.com/wiki/Bath_Killer_Bees),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
BUAFL,2009,Conference 3 - South West,,Cardiff Cobras,Bath Killer Bees,26,0,,Source: Britball Wiki (https://britball.fandom.com/wiki/Bath_Killer_Bees),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,Conference 3 - Wales
BUAFL,2009,Conference 3 - South West,,Bath Spa Bulldogs,Bath Killer Bees,0,77,,Source: Britball Wiki (https://britball.fandom.com/wiki/Bath_Killer_Bees),,,FALSE,day,,,completed,high,FALSE,FALSE,,,,,
